Descriptor,Feature importance
D_563,0.0006119951040391676
D_564,0.0018359853121175031
D_565,0.0012239902080783353
D_566,0.0012239902080783353
D_567,0.0024479804161566705
D_568,0.0024479804161566705
D_569,0.0012239902080783353
D_570,0.0006119951040391676
D_571,0.0036719706242350062
D_572,0.0030599755201958386
D_573,0.0018359853121175031
D_574,0.0012239902080783353
D_575,0.0
D_576,0.0012239902080783353
D_577,0.0012239902080783353
D_578,0.0024479804161566705
D_610,0.0012239902080783353
D_611,0.006119951040391677
D_612,0.0055079559363525096
D_613,0.0
D_614,0.0055079559363525096
D_615,0.0018359853121175031
D_616,0.006119951040391677
D_617,0.00795593635250918
D_618,0.0073439412484700125
D_619,0.004283965728274173
D_620,0.004283965728274173
D_621,0.004283965728274173
D_622,0.0055079559363525096
D_623,0.0012239902080783353
D_624,0.0018359853121175031
D_625,0.0024479804161566705
D_626,0.0012239902080783353
D_627,0.0006119951040391676
D_636,0.0006119951040391676
D_637,0.02876376988984088
D_638,0.01591187270501836
D_639,0.01040391676866585
D_640,0.0012239902080783353
D_641,0.0030599755201958386
D_642,0.004283965728274173
D_643,0.0073439412484700125
D_644,0.006119951040391677
D_645,0.006731946144430845
D_646,0.0073439412484700125
D_647,0.012239902080783354
D_648,0.006119951040391677
D_649,0.0030599755201958386
D_650,0.004895960832313341
D_651,0.008567931456548347
D_652,0.006731946144430845
D_653,0.0018359853121175031
D_655,0.0024479804161566705
D_656,0.0073439412484700125
D_657,0.004895960832313341
D_663,0.0012239902080783353
D_666,0.0006119951040391676
D_669,0.0
D_676,0.0006119951040391676
D_678,0.0006119951040391676
D_698,0.0036719706242350062
D_699,0.0036719706242350062
D_700,0.0018359853121175031
D_701,0.0012239902080783353
D_702,0.0006119951040391676
D_703,0.0018359853121175031
D_704,0.0030599755201958386
D_705,0.0
D_706,0.0024479804161566705
D_707,0.0012239902080783353
D_708,0.0006119951040391676
D_711,0.0006119951040391676
D_717,0.44369645042839656
D_718,0.7998776009791921
D_719,0.21725826193390452
D_720,0.23990208078335373
D_721,1.0354957160342717
D_722,0.32802937576499386
D_723,0.24296205630354958
D_724,0.3298653610771114
D_725,0.23745410036719705
D_726,0.18115055079559364
D_727,0.1799265605875153
D_728,0.13402692778457773
D_729,0.05079559363525092
D_730,0.05263157894736842
D_731,0.03243574051407589
D_732,0.017747858017135864
D_733,0.04222766217870257
D_734,0.01835985312117503
D_735,0.02447980416156671
D_736,0.01040391676866585
D_737,0.0030599755201958386
D_757,0.0018359853121175031
D_759,0.0006119951040391676
D_760,0.0006119951040391676
D_761,0.0006119951040391676
D_762,0.0018359853121175031
D_763,0.0012239902080783353
D_764,0.0006119951040391676
D_765,0.0012239902080783353
D_766,0.0006119951040391676
D_767,0.0006119951040391676
D_768,0.0006119951040391676
D_769,0.0006119951040391676
D_772,0.0012239902080783353
D_773,0.0024479804161566705
D_774,0.0006119951040391676
D_793,2.6634026927784578
D_794,1.4804161566707466
D_795,1.1774785801713585
D_796,1.0685434516523868
D_797,1.1829865361077112
D_798,1.4938800489596082
D_799,1.0244798041615668
D_800,0.8421052631578947
D_801,0.5116279069767442
D_802,0.3317013463892289
D_803,0.24173806609547124
D_804,0.3347613219094247
D_805,0.06793145654834762
D_806,0.020195838433292534
D_807,0.0832313341493268
D_808,0.094859241126071
D_809,0.06670746634026928
D_810,0.03610771113831089
D_811,0.01346389228886169
D_812,0.004895960832313341
D_813,0.0024479804161566705
D_833,0.0024479804161566705
D_834,0.5048959608323134
D_835,1.0042839657282743
D_836,0.9938800489596084
D_837,1.0048959608323134
D_838,0.6909424724602203
D_839,0.6603427172582619
D_840,1.6193390452876377
D_841,1.7705018359853122
D_842,1.7980416156670747
D_843,1.3170134638922888
D_844,0.4265605875152999
D_845,0.6499388004895961
D_846,0.6444308445532436
D_847,0.25458996328029376
D_848,0.0832313341493268
D_849,0.11199510403916768
D_850,0.25091799265605874
D_851,0.2484700122399021
D_852,0.08935128518971848
D_853,0.01346389228886169
D_854,0.009179926560587515
D_855,0.004895960832313341
D_875,0.0030599755201958386
D_876,0.0012239902080783353
D_877,0.0006119951040391676
D_878,0.0006119951040391676
D_881,0.0006119951040391676
D_882,0.0018359853121175031
D_884,0.0018359853121175031
D_885,0.0036719706242350062
D_886,0.0012239902080783353
D_887,0.0
D_889,0.0006119951040391676
D_890,0.0006119951040391676
D_891,0.0018359853121175031
D_892,0.0018359853121175031
D_893,0.0012239902080783353
D_900,0.24479804161566707
D_901,0.07466340269277846
D_902,0.5850673194614443
D_903,0.0832313341493268
D_904,0.09363525091799266
D_905,0.10832313341493269
D_906,0.1591187270501836
D_907,0.17197062423500611
D_908,0.05018359853121175
D_909,0.10709914320685435
D_910,0.12056303549571604
D_911,0.014075887392900856
D_912,0.0055079559363525096
D_913,0.0024479804161566705
D_914,0.02692778457772338
D_915,0.04528763769889841
D_916,0.014687882496940025
D_917,0.0012239902080783353
D_918,0.0018359853121175031
D_919,0.0012239902080783353
D_957,0.01346389228886169
D_958,0.0073439412484700125
D_959,0.01040391676866585
D_960,0.006731946144430845
D_961,0.008567931456548347
D_962,0.011015911872705019
D_963,0.009791921664626682
D_964,0.006731946144430845
D_965,0.012239902080783354
D_966,0.011015911872705019
D_967,0.0036719706242350062
D_968,0.0030599755201958386
D_969,0.0030599755201958386
D_970,0.0012239902080783353
D_971,0.0012239902080783353
D_972,0.0006119951040391676
D_973,0.0
D_975,0.0006119951040391676
D_978,0.0006119951040391676
D_979,0.0006119951040391676
D_980,0.1456548347613219
D_981,0.8237454100367197
D_982,1.2129742962056305
D_983,1.4871481028151774
D_984,2.310893512851897
D_985,2.332313341493268
D_986,1.763157894736842
D_987,1.7166462668298654
D_988,1.47062423500612
D_989,1.3531211750305998
D_990,1.2301101591187271
D_991,1.0966952264381884
D_992,0.7949816401468788
D_993,0.9130966952264382
D_994,0.5844553243574051
D_995,0.34761321909424725
D_996,0.21052631578947367
D_997,0.0850673194614443
D_998,0.05324357405140759
D_999,0.02692778457772338
D_1000,0.03243574051407589
D_1001,0.02937576499388005
D_1002,0.012851897184822521
D_1003,0.009791921664626682
D_1004,0.004895960832313341
D_1019,0.0012239902080783353
D_1020,0.0030599755201958386
D_1021,0.0018359853121175031
D_1022,0.00795593635250918
D_1023,0.006731946144430845
D_1024,0.0018359853121175031
D_1025,0.0036719706242350062
D_1026,0.0055079559363525096
D_1027,0.0024479804161566705
D_1028,0.0036719706242350062
D_1029,0.0036719706242350062
D_1030,0.0012239902080783353
D_1031,0.0030599755201958386
D_1032,0.004895960832313341
D_1033,0.0018359853121175031
D_1034,0.0018359853121175031
D_1035,0.0006119951040391676
D_1037,0.0012239902080783353
D_1038,0.0012239902080783353
D_1040,0.0012239902080783353
D_1041,0.0012239902080783353
D_1062,1.7270501835985312
D_1063,4.839045287637699
D_1064,7.456548347613219
D_1065,8.818237454100368
D_1066,8.127294981640146
D_1067,5.0734394124847
D_1068,3.364749082007344
D_1069,3.8531211750305996
D_1070,3.1113831089351285
D_1071,2.354957160342717
D_1072,2.484700122399021
D_1073,2.4577723378212974
D_1074,1.653610771113831
D_1075,0.8776009791921665
D_1076,0.4589963280293758
D_1077,0.4173806609547124
D_1078,0.23194614443084455
D_1079,0.10893512851897184
D_1080,0.06548347613219094
D_1081,0.11444308445532436
D_1082,0.06670746634026928
D_1083,0.047123623011015914
D_1084,0.0208078335373317
D_1085,0.0036719706242350062
D_1086,0.004895960832313341
D_1104,5.531211750305998
D_1105,5.981028151774786
D_1106,2.711750305997552
D_1107,4.0703794369645045
D_1108,4.885556915544676
D_1109,5.6040391676866586
D_1110,6.85985312117503
D_1111,5.252753977968176
D_1112,2.7472460220318236
D_1113,2.1621787025703796
D_1114,2.733170134638923
D_1115,1.6848225214198287
D_1116,1.518359853121175
D_1117,1.521419828641371
D_1118,0.9840881272949816
D_1119,0.8555691554467564
D_1120,0.6450428396572827
D_1121,0.15299877600979192
D_1122,0.32802937576499386
D_1123,0.3598531211750306
D_1124,0.14749082007343942
D_1125,0.23623011015911874
D_1126,0.18910648714810283
D_1127,0.04039167686658507
D_1128,0.00795593635250918
D_1129,0.0012239902080783353
D_1145,0.014687882496940025
D_1146,0.0018359853121175031
D_1147,0.017747858017135864
D_1148,0.014075887392900856
D_1149,0.01591187270501836
D_1150,0.01835985312117503
D_1151,0.01040391676866585
D_1152,0.012239902080783354
D_1153,0.01040391676866585
D_1154,0.012851897184822521
D_1155,0.011627906976744186
D_1156,0.004895960832313341
D_1157,0.012239902080783354
D_1158,0.0073439412484700125
D_1159,0.006119951040391677
D_1160,0.0012239902080783353
D_1161,0.0018359853121175031
D_1162,0.0012239902080783353
D_1163,0.0012239902080783353
D_1164,0.0024479804161566705
D_1166,0.0012239902080783353
D_1167,0.0024479804161566705
D_1172,0.8763769889840881
D_1173,1.9259485924112607
D_1174,3.064259485924113
D_1175,2.810281517747858
D_1176,1.9620563035495715
D_1177,1.3929008567931456
D_1178,1.1358629130966953
D_1179,0.8561811505507956
D_1180,1.2821297429620564
D_1181,1.084455324357405
D_1182,0.6560587515299877
D_1183,0.9045287637698899
D_1184,0.4479804161566707
D_1185,0.24357405140758873
D_1186,0.27050183598531213
D_1187,0.10281517747858017
D_1188,0.11689106487148103
D_1189,0.0605875152998776
D_1190,0.038555691554467565
D_1191,0.06854345165238677
D_1192,0.02876376988984088
D_1193,0.0012239902080783353
D_1194,0.0018359853121175031
D_1195,0.0024479804161566705
D_1214,4.25030599755202
D_1215,5.269889840881273
D_1216,6.522643818849449
D_1217,2.351285189718482
D_1218,3.586903304773562
D_1219,5.3512851897184825
D_1220,3.08812729498164
D_1221,2.7252141982864138
D_1222,2.91187270501836
D_1223,1.4443084455324358
D_1224,0.6909424724602203
D_1225,0.9510403916768666
D_1226,0.605875152998776
D_1227,0.22031823745410037
D_1228,0.41921664626682986
D_1229,0.1438188494492044
D_1230,0.03610771113831089
D_1231,0.2594859241126071
D_1232,0.02876376988984088
D_1233,0.02386780905752754
D_1234,0.11444308445532436
D_1235,0.021419828641370868
D_1236,0.021419828641370868
D_1237,0.033659730722154224
D_1270,0.0012239902080783353
D_1271,0.0006119951040391676
D_1272,0.0012239902080783353
D_1276,0.0012239902080783353
D_1277,0.0006119951040391676
D_1286,0.17503059975520197
D_1287,0.04039167686658507
D_1288,0.10097919216646267
D_1289,0.211750305997552
D_1290,0.056915544675642596
D_1291,0.05446756425948592
D_1292,0.046511627906976744
D_1293,0.03549571603427173
D_1294,0.027539779681762546
D_1295,0.025091799265605876
D_1296,0.020195838433292534
D_1297,0.18727050183598531
D_1298,0.043451652386780906
D_1299,0.02447980416156671
D_1300,0.00795593635250918
D_1301,0.01591187270501836
D_1302,0.021419828641370868
D_1303,0.0018359853121175031
D_1304,0.0018359853121175031
D_1305,0.0073439412484700125
D_1306,0.0018359853121175031
D_1321,0.0006119951040391676
D_1322,0.0006119951040391676
D_1326,0.0006119951040391676
D_1328,0.0018359853121175031
D_1329,0.0012239902080783353
D_1332,0.0006119951040391676
D_1333,0.0012239902080783353
D_1361,0.5354957160342717
D_1362,0.49571603427172584
D_1363,0.28702570379436965
D_1364,0.3378212974296206
D_1365,0.6554467564259486
D_1366,0.23011015911872704
D_1367,0.2778457772337821
D_1368,0.11199510403916768
D_1369,0.3714810281517748
D_1370,0.2668298653610771
D_1371,0.07160342717258263
D_1372,0.047123623011015914
D_1373,0.02937576499388005
D_1374,0.02692778457772338
D_1375,0.015299877600979192
D_1376,0.006731946144430845
D_1377,0.009791921664626682
D_1378,0.0006119951040391676
D_1379,0.0006119951040391676
D_1380,0.0
D_1381,0.0012239902080783353
D_1395,0.0006119951040391676
D_1396,0.44981640146878826
D_1397,0.5630354957160343
D_1398,0.16401468788249693
D_1399,0.24969400244798043
D_1400,0.15728274173806608
D_1401,0.09608323133414932
D_1402,0.14626682986536108
D_1403,0.37209302325581395
D_1404,0.4669522643818849
D_1405,0.3488372093023256
D_1406,0.34149326805385555
D_1407,0.18665850673194614
D_1408,0.18115055079559364
D_1409,0.1175030599755202
D_1410,0.06364749082007344
D_1411,0.021419828641370868
D_1412,0.022031823745410038
D_1413,0.09302325581395349
D_1414,0.08384332925336598
D_1415,0.022643818849449205
D_1416,0.004283965728274173
D_1428,0.0012239902080783353
D_1429,0.0024479804161566705
D_1430,0.0012239902080783353
D_1431,0.0006119951040391676
D_1434,0.0036719706242350062
D_1437,0.0006119951040391676
D_1441,0.0024479804161566705
D_1452,0.105875152998776
D_1453,0.07649938800489596
D_1454,0.15789473684210525
D_1455,0.038555691554467565
D_1456,0.044063647490820076
D_1457,0.08261933904528763
D_1458,0.02692778457772338
D_1459,0.01835985312117503
D_1460,0.07711138310893513
D_1461,0.03488372093023256
D_1462,0.09363525091799266
D_1463,0.004283965728274173
D_1464,0.0073439412484700125
D_1465,0.0
D_1466,0.006119951040391677
D_1467,0.03610771113831089
D_1468,0.018971848225214197
D_1469,0.0024479804161566705
D_1470,0.0006119951040391676
D_1471,0.0012239902080783353
D_1484,0.4920440636474908
D_1485,0.7894736842105263
D_1486,0.6046511627906976
D_1487,0.5250917992656059
D_1488,0.26009791921664627
D_1489,0.3629130966952264
D_1490,0.5850673194614443
D_1491,0.34394124847001223
D_1492,0.2350061199510404
D_1493,0.37025703794369647
D_1494,0.3353733170134639
D_1495,0.20257037943696451
D_1496,0.12362301101591187
D_1497,0.07099143206854346
D_1498,0.05079559363525092
D_1499,0.025091799265605876
D_1500,0.021419828641370868
D_1501,0.04773561811505508
D_1502,0.00795593635250918
D_1503,0.009179926560587515
D_1504,0.02447980416156671
D_1505,0.0012239902080783353
D_1506,0.0012239902080783353
D_1517,0.004895960832313341
D_1518,0.0006119951040391676
D_1519,0.0036719706242350062
D_1520,0.009179926560587515
D_1521,0.0055079559363525096
D_1522,0.006119951040391677
D_1523,0.0024479804161566705
D_1524,0.09730722154222766
D_1525,0.01835985312117503
D_1526,0.0018359853121175031
D_1527,0.0024479804161566705
D_1528,0.004895960832313341
D_1529,0.015299877600979192
D_1530,0.0006119951040391676
D_1531,0.0006119951040391676
D_1533,0.0012239902080783353
D_1534,0.0006119951040391676
D_1535,0.0
D_1551,0.0024479804161566705
D_1554,0.0012239902080783353
D_1555,0.0
D_1556,0.0
D_1557,0.0006119951040391676
D_1561,0.0006119951040391676
D_1569,0.011627906976744186
D_1570,0.0006119951040391676
D_1571,0.0
D_1572,0.0018359853121175031
D_1573,0.0006119951040391676
D_1574,0.009179926560587515
D_1575,0.011015911872705019
D_1576,0.011015911872705019
D_1577,0.03488372093023256
D_1578,0.10771113831089352
D_1579,0.14932680538555693
D_1580,0.05263157894736842
D_1581,0.11383108935128519
D_1582,0.08751529987760098
D_1583,0.04834761321909425
D_1584,0.025091799265605876
D_1585,0.006119951040391677
D_1586,0.0024479804161566705
D_1606,0.0006119951040391676
D_1608,0.0006119951040391676
D_1612,0.0
D_1629,0.0012239902080783353
D_1630,0.014687882496940025
D_1631,0.31946144430844553
D_1632,0.033047735618115054
D_1633,0.23194614443084455
D_1634,0.23378212974296206
D_1635,0.021419828641370868
D_1636,0.021419828641370868
D_1637,0.03182374541003672
D_1638,0.10342717258261934
D_1639,0.5048959608323134
D_1640,0.5263157894736842
D_1641,0.12545899632802937
D_1642,0.12851897184822522
D_1643,0.09241126070991432
D_1644,0.03243574051407589
D_1645,0.006731946144430845
D_1646,0.006119951040391677
D_1647,0.0012239902080783353
D_1648,0.0012239902080783353
D_1658,0.40514075887392903
D_1659,0.39167686658506734
D_1660,0.3347613219094247
D_1661,0.0055079559363525096
D_1662,0.014687882496940025
D_1663,0.012851897184822521
D_1664,0.02631578947368421
D_1665,0.012239902080783354
D_1666,0.012851897184822521
D_1667,0.0036719706242350062
D_1668,0.011627906976744186
D_1669,0.022643818849449205
D_1670,0.05018359853121175
D_1671,0.07221542227662178
D_1672,0.05997552019583843
D_1673,0.03488372093023256
D_1674,0.01835985312117503
D_1675,0.0073439412484700125
D_1676,0.0036719706242350062
D_1677,0.006731946144430845
D_1678,0.01346389228886169
D_1679,0.0073439412484700125
D_1689,0.0
D_1690,0.0055079559363525096
D_1691,0.0006119951040391676
D_1692,0.0006119951040391676
D_1693,0.0012239902080783353
D_1699,0.0012239902080783353
D_1700,0.0012239902080783353
D_1703,0.0006119951040391676
D_1710,0.0
D_1711,0.0012239902080783353
D_1712,0.0018359853121175031
D_1713,0.011015911872705019
D_1714,0.0036719706242350062
D_1715,0.004283965728274173
D_1716,0.0055079559363525096
D_1717,0.00795593635250918
D_1718,0.011015911872705019
D_1719,0.0850673194614443
D_1720,0.20930232558139536
D_1721,0.17686658506731945
D_1722,0.04467564259485924
D_1723,0.02447980416156671
D_1724,0.01835985312117503
D_1725,0.017747858017135864
D_1726,0.0036719706242350062
D_1727,0.0006119951040391676
D_1728,0.0018359853121175031
D_1729,0.0018359853121175031
D_1737,0.37454100367197063
D_1738,0.33414932680538556
D_1739,0.3580171358629131
D_1740,0.038555691554467565
D_1741,0.033659730722154224
D_1742,0.35006119951040393
D_1743,0.3678090575275398
D_1744,0.5869033047735618
D_1745,0.6695226438188494
D_1746,0.27050183598531213
D_1747,0.03549571603427173
D_1748,0.10281517747858017
D_1749,0.14443084455324356
D_1750,0.05385556915544676
D_1751,0.02937576499388005
D_1752,0.02447980416156671
D_1753,0.015299877600979192
D_1754,0.004283965728274173
D_1756,0.0030599755201958386
D_1757,0.0036719706242350062
D_1759,0.0030599755201958386
D_1760,0.0036719706242350062
D_1767,0.0012239902080783353
D_1769,0.0012239902080783353
D_1770,0.0006119951040391676
D_1771,0.0006119951040391676
D_1772,0.0012239902080783353
D_1773,0.0036719706242350062
D_1774,0.0006119951040391676
D_1775,0.0018359853121175031
D_1776,0.011627906976744186
D_1777,0.1193390452876377
D_1778,0.014075887392900856
D_1779,0.016523867809057527
D_1780,0.008567931456548347
D_1781,0.011015911872705019
D_1782,0.0055079559363525096
D_1783,0.0024479804161566705
D_1784,0.0
D_1785,0.0006119951040391676
D_1786,0.0030599755201958386
D_1793,0.0006119951040391676
D_1794,0.004283965728274173
D_1795,0.004283965728274173
D_1796,0.0
D_1798,0.0024479804161566705
D_1802,0.0
D_1805,0.0012239902080783353
D_1808,0.0
D_1809,0.0
D_1820,0.0030599755201958386
D_1822,0.0012239902080783353
D_1825,0.0006119951040391676
D_1827,0.07588739290085679
D_1830,0.0006119951040391676
D_1835,0.0006119951040391676
D_1845,0.0
D_1846,0.0012239902080783353
D_1847,0.0012239902080783353
D_1848,0.03182374541003672
D_1850,0.022031823745410038
D_1851,0.03182374541003672
D_1852,0.01346389228886169
D_1853,0.0036719706242350062
D_1854,0.0036719706242350062
D_1855,0.0012239902080783353
D_1856,0.0012239902080783353
D_1857,0.0012239902080783353
D_1870,0.0
D_1871,0.094859241126071
D_1872,0.0024479804161566705
D_1873,0.08629130966952264
D_1874,0.014687882496940025
D_1875,0.09730722154222766
D_1876,0.004283965728274173
D_1877,0.0036719706242350062
D_1878,0.02386780905752754
D_1879,0.0024479804161566705
D_1880,0.0006119951040391676
D_1881,0.0030599755201958386
D_1882,0.0012239902080783353
D_1883,0.07221542227662178
D_1884,0.0
D_1886,0.0024479804161566705
D_1887,0.0006119951040391676
D_1888,0.0006119951040391676
D_1889,0.0006119951040391676
D_1898,0.0
D_1899,0.29498164014687883
D_1900,0.03182374541003672
D_1901,0.15299877600979192
D_1902,0.08139534883720931
D_1903,0.023255813953488372
D_1904,0.09424724602203183
D_1905,0.1952264381884945
D_1906,0.012851897184822521
D_1907,0.0055079559363525096
D_1908,0.04589963280293757
D_1909,0.07343941248470012
D_1910,0.0012239902080783353
D_1911,0.07649938800489596
D_1912,0.0006119951040391676
D_1913,0.0006119951040391676
D_1914,0.014075887392900856
D_1915,0.014075887392900856
D_1916,0.00795593635250918
D_1917,0.0024479804161566705
D_1929,0.004895960832313341
D_1930,0.0012239902080783353
D_1931,0.0012239902080783353
D_1932,0.0024479804161566705
D_1933,0.0018359853121175031
D_1934,0.009791921664626682
D_1935,0.004283965728274173
D_1936,0.0012239902080783353
D_1937,0.0018359853121175031
D_1938,0.0006119951040391676
D_1939,0.0012239902080783353
D_1940,0.0006119951040391676
D_1941,0.0012239902080783353
D_1942,0.0
D_1944,0.009791921664626682
D_1945,0.0030599755201958386
D_1946,0.0012239902080783353
D_1947,0.0006119951040391676
D_1955,0.4541003671970624
D_1956,0.5318237454100367
D_1957,0.3243574051407589
D_1958,0.4865361077111383
D_1959,0.6370869033047736
D_1960,0.6370869033047736
D_1961,0.8824969400244798
D_1962,0.37821297429620565
D_1963,0.34149326805385555
D_1964,0.3072215422276622
D_1965,0.3678090575275398
D_1966,0.5385556915544676
D_1967,0.4773561811505508
D_1968,0.26499388004895963
D_1969,0.21542227662178703
D_1970,0.105875152998776
D_1971,0.11199510403916768
D_1972,0.1401468788249694
D_1973,0.08445532435740515
D_1974,0.04834761321909425
D_1975,0.027539779681762546
D_1976,0.0018359853121175031
D_1977,0.0012239902080783353
D_1989,0.0
D_1990,0.10709914320685435
D_1991,0.05507955936352509
D_1992,0.25458996328029376
D_1993,0.10159118727050184
D_1994,0.14932680538555693
D_1995,0.05385556915544676
D_1996,0.15667074663402691
D_1997,0.04895960832313342
D_1998,0.02447980416156671
D_1999,0.02937576499388005
D_2000,0.004283965728274173
D_2001,0.0036719706242350062
D_2002,0.07894736842105263
D_2003,0.0012239902080783353
D_2004,0.0012239902080783353
D_2005,0.008567931456548347
D_2006,0.008567931456548347
D_2007,0.009179926560587515
D_2008,0.0030599755201958386
D_2020,0.0055079559363525096
D_2022,0.7031823745410036
D_2025,0.0012239902080783353
D_2026,0.0024479804161566705
D_2027,0.0024479804161566705
D_2028,0.004895960832313341
D_2043,0.43023255813953487
D_2044,0.0012239902080783353
D_2045,0.4314565483476132
